0: 0
{event_type_name: reportLocation; bid: 0; event_time: 0}
{event_type_name: reportLocation; bid: 1; event_time: 0}
{event_type_name: reportLocation; bid: 2; event_time: 0}
{event_type_name: reportLocation; bid: 3; event_time: 0}
{event_type_name: reportLocation; bid: 4; event_time: 0}
{event_type_name: reportLocation; bid: 5; event_time: 0}
{event_type_name: reportLocation; bid: 6; event_time: 0}
{event_type_name: reportLocation; bid: 7; event_time: 0}
{event_type_name: reportLocation; bid: 8; event_time: 0}
{event_type_name: reportLocation; bid: 9; event_time: 0}
{event_type_name: reportLocation; bid: 10; event_time: 0}
{event_type_name: reportLocation; bid: 11; event_time: 0}
{event_type_name: reportLocation; bid: 12; event_time: 0}
{event_type_name: reportLocation; bid: 13; event_time: 0}
{event_type_name: reportLocation; bid: 14; event_time: 0}
{event_type_name: reportLocation; bid: 15; event_time: 0}
{event_type_name: reportLocation; bid: 16; event_time: 0}
{event_type_name: reportLocation; bid: 17; event_time: 0}
{event_type_name: reportLocation; bid: 18; event_time: 0}
{event_type_name: reportLocation; bid: 19; event_time: 0}
{event_type_name: reportLocation; bid: 20; event_time: 0}
{event_type_name: reportLocation; bid: 21; event_time: 0}
{event_type_name: reportLocation; bid: 22; event_time: 0}
{event_type_name: reportLocation; bid: 23; event_time: 0}
{event_type_name: reportLocation; bid: 24; event_time: 0}
{event_type_name: reportLocation; bid: 25; event_time: 0}
{event_type_name: reportLocation; bid: 26; event_time: 0}
{event_type_name: reportLocation; bid: 27; event_time: 0}
{event_type_name: reportLocation; bid: 28; event_time: 0}
{event_type_name: reportLocation; bid: 29; event_time: 0}
{event_type_name: reportLocation; bid: 30; event_time: 0}
{event_type_name: reportLocation; bid: 31; event_time: 0}
{event_type_name: reportLocation; bid: 32; event_time: 0}
{event_type_name: reportLocation; bid: 33; event_time: 0}
{event_type_name: reportLocation; bid: 34; event_time: 0}
{event_type_name: reportLocation; bid: 35; event_time: 0}
{event_type_name: reportLocation; bid: 36; event_time: 0}
{event_type_name: reportLocation; bid: 37; event_time: 0}
{event_type_name: reportLocation; bid: 38; event_time: 0}
{event_type_name: reportLocation; bid: 39; event_time: 0}
{event_type_name: reportLocation; bid: 40; event_time: 0}
{event_type_name: reportLocation; bid: 41; event_time: 0}
{event_type_name: reportLocation; bid: 42; event_time: 0}
{event_type_name: reportLocation; bid: 43; event_time: 0}
{event_type_name: reportLocation; bid: 44; event_time: 0}
{event_type_name: reportLocation; bid: 45; event_time: 0}
{event_type_name: reportLocation; bid: 46; event_time: 0}
{event_type_name: reportLocation; bid: 47; event_time: 0}
{event_type_name: reportLocation; bid: 48; event_time: 0}
{event_type_name: reportLocation; bid: 49; event_time: 0}
{event_type_name: reportLocation; bid: 50; event_time: 0}
{event_type_name: reportLocation; bid: 51; event_time: 0}
{event_type_name: reportLocation; bid: 52; event_time: 0}
{event_type_name: reportLocation; bid: 53; event_time: 0}
{event_type_name: reportLocation; bid: 54; event_time: 0}
